ID_Usuario,Profesion,Edad,Genero,Pericia_Informatica,Dispositivo_Prueba,Tiempo_Segundos,Tarea_Completada,Comentarios_Usuario,Propuestas_Mejora,Valoracion,Comentarios_Facilitador,Fecha_Prueba
6,Empresario,19,Masculino,9,Tableta,9.82,True,"no he encontrado ningun problema como usuario","Me gustaría que la letra fuera mas grande",10,"nada que objetar","2025-12-07 20:48:53"
